question,predicted
Beer Wars covers the differences between large corporate breweries and small breweries such as what brewery that is headquartered in Escondido california?,Which brewery is headquartered in Escondido California USA?
Do Lush and P.O.D. both consist of four band members?,Are Lush and Payable on Death both bands?
Who has worked for more film companies Kelly Reichardt or Jacques Tourneur?,Who was the director of Night of the Demon who worked with Kelly Reichardt?
Call Me Mañana is a song by a group that has sold how many records?,What is the number of records sold by the German techno group that has earned over 80 Gold and
 the movie A Cure for Wellness was a science fiction?,What is the 2016 science fiction psychological horror that James Dean played in?
Who is the manufacturer of the plane that shot down Jameel Sayhood?,What American twin-engine all-weather tactical fighter aircraft was designed by which company?
Which director won an Academy Award for best director for his work on the film Midnight Cowboy?,Who directed the film that was written by Waldo Salt?
Which college football team for the University of Oregon did Enoka Lucas played for ,What college football team is owned by the former quarterback of the University of Oregon?
What position did the 2004 World Series of Poker gold bracelet holder have in the 2011 Epic Poker League?,What role did the former World Series of Poker (WSOP) gold bracelet winner Annie Duke hold
What year did a blacklisted screenwriter share an Academy Award with Michael Kanin?,Michael Kanin shared an Academy Award with an American journalist and screenwriter blacklisted by the Hollywood
Which band has more members Chvrches or Goodbye Mr. Mackenzie?,Which band was formed first Goodbye Mr Mackenzie or The Mackenzies?
WHich college is located in the United States Grand Valley State University or Carleton University?,Which university is located in Ottawa Ontario Canada Grand Valley State University or Carleton University?
When was the earliest known pottery created in the country which was the native land of Admiral Yi Sun-sin who conducted the Battle of Happo? ,The Battle of Happo was conducted by a Korean admiral who was a legendary
What year was the man who is credited for developing a Crescograph born?,What year was the inventor of the crescograph born?
Löwenbräu and Bürgerbräukeller are both located where?,What country is the Bürgerbräukeller located in?
Tritonia and Phyteuma are both names for a what of plants?,Tritonia and Phyteuma are which type of plant?
where is the Vanderbilt mansion which Ochre Point–Cliffs Historic District is its home located ,What is the address of the mansion that was built by the Vanderbilt family?
Where is the head quarter of the Blue Bird Body Company?,Where is the company that founded the Blue Bird Body Company headquartered?
The musical composer of Manru was a spokesman for what country's independence?,Manru is an opera (lyrical drama) in three acts music by a
Which is bigger Griffon Bruxellois or English Mastiff?,Which breed of dog is more famous Griffon Bruxellois or English Mastiff
What is the subsidiary of the record company who released Love Incredible?,What company is the parent company of the song Love Incredible released on 17 February 2017?
Which American spy thriller TV series which was developed by Howard Gordon and Alex Gansa had a fourth season episode titled Krieg Nicht Lieb?,Krieg Nicht Lieb is the eleventh episode of the fourth season of which American spy thriller television series
Robert Earl Holding owned an oil company that was originally founded by who?,Robert Earl Holding owned an American petroleum corporation founded by who?
What band formed in 1995 and came out with an album called Welcome Interstate Managers'?,Stacy's Mom is a pop rock song recorded by which American rock band that formed
Which hospital opened first St. Elizabeths Hospital or Providence Hospital?,Which hospital opened first St. Elizabeths Hospital or the longest continuously operating hospital in the District?
What was the capacity of the stadium that Colección Privada that was filmed on October 10 2000?,What is the capacity of the concert hall that was released in 2000?
Figure 2 Ranch Airport supports launch operations of what aerospace manufacturer and space flight services company?,Which American privately funded aerospace manufacturer and spaceflight services company has its headquarters in Kent Washington?
Matthew Wright was selected with pick #33 in the AFL draft that took place during what date in 2009?,When was the national draft held for the player who was selected with pick #33 in the 2009
Garth Richardson is the son of the producer who worked for which group that evolved from The Iveys?,What band was formed in 1961 by Ham Ron Griffiths and David Dai Jenkins?
Who was the director behind the Cirque du Soleil show in Las Vegas that was first performed on December 25 1993?,Who created the production of the Cirque du Soleil show that first performed on December 25
