question,predicted
Queen Elizabeth Grammar School Wakefield is a type of secondary school that caters to children of what age cohort?,Queen Elizabeth Grammar School is an independent public school for boys in Wakefield West Yorkshire
Which South African born singer featured the musical revue Sigh No More?,Sigh No More is a musical revue consisting of twenty-two scenes and numbers
Paddington is a television program based on the books that first appeared on what date?,Paddington is an animated television programme based on the Paddington Bear books by
Which cloth town in the high Middle Ages gives the name to the dye associated with the man who is said to rob from the rich and give to the poor?,What town in the high Middle Ages produced the cloth used to rob from the rich and
Eugene Rosenburg who founded the Hologenome theory of evolution is a microbiologist as what university?,Eugene Rosenberg is an expert in the field of applied environmental microbiology in particular
What nationality was Oliver Reed's character in the film Royal Flash?,Royal Flash is a 1975 film based on George MacDonald Fraser's second Flashman novel Royal
Augustus Jesse Bowie Jr was the innovator of the switch that was crucial to leading to the passage of which federal legislation in 1936?,What act enacted on May 20 1936 provided federal loans for the installation of electrical distribution systems
What tv series did Benny Ciaramello co-star in with a person that was also in the film The Bang-Bang Club?,What ABC series did the actor who played Greg Marinovich in The Bang-Bang Club
Which album was released first Talk That Talk or Loud?,Roc Me Out and S&M are both from what album?
Which person went into space at a later date Sigmund Jähn or Christer Fuglesang?,Who was born first Sigmund Werner Jähn or Christer Fuglesang
When did an IndyCar race driver drive a Formula 1 car designed by Peter McCool?,The Super Aguri F1 SA07 was the car of the driver who raced full
Which is located farther West the Cascade Locks and Canal or Lake Worth Lagoon?,Which navigation project was completed first Cascade Locks and Canal or Lake Worth Lagoon?
Which of the following board games accommodates up to 10 players The Game of Life or the History of the World?,Which board game was created first The Game of Life or History of the World?
With the help of Adam Lambert Josh Abraham has sold how many albums worldwide?,How many albums did Adam Lambert and Slayer have in common?
The Amsterdam Tournament 2009 was contested by what club that plays their home games at the Wanda Metropolitano?,Which Spanish professional football club plays their home games at the Wanda Metropolitano
What car did the German rally driver who won victories for Fiat Opel Lancia and Audi drive?,What mid-engine sports car and rally car was built by Walter Röhrl
The  Actaea genus is native to what continent that the Onoclea genus is not?,Actaea and Onoclea are native to which continent?
What colors are worn by the Oregon Duck mascot of the University of Oregon athletic teams?,The Oregon Duck is the mascot of the athletic teams that represent the University of Oregon in
Who was born first Gene Mayer or Serena Williams?,Who was born first Gene Mayer or Serena Williams?
The actor that plays Joe MacMillan in Halt and Catch Fire also starred with Carrie Coon in what 2017 horror film?,Which 2017 American supernatural romantic horror film stars Lee Pace and Carrie Coon?
Were Paul Éluard and Georges Bataille from the same country?,Are Paul Éluard and Georges Bataille both poets?
What kind of song did Alexander Grant produce for Eminem?,What is the name of the song that Alex da Kid produced for a plethora of artists
What was the previous occupation of the Canadian-born Indian-American actress and model who appeared in Tina & Lolo alongside Karishma Tanna?,What profession does Karishma Tanna and Sunny Leone have in common?
The Empire Builder's Columbia River Subdivision was part of which line?,The Empire Builder was built as part of which transcontinental railway line?
John T. Mather Memorial Hospital is located in a village in what Suffolk County New York town?,John T. Mather Memorial Hospital is a general hospital located in an incorporated village in
Where in Greek mythology was the father of Benthesikyme venerated as a chief deity?,Benthesikyme was a daughter of a chief deity venerated as a chief
What New York City–based hip-hop musical group consists of rappers including Darryl Hill?,Which hip-hop group has more members RZA GZA Raekwon U-
Are Vintage Life and InStyle both US-based magazines?,Are Vintage Life and InStyle both magazines?
What is the financial group which created the Sporting Portugal Fund?,What Portuguese holding company with headquarters in Luxembourg founded in 1984 was managed by ESAF?
The 2012–13 Boston Celtics season was marred by an occurence which took the lives of how many people?,How many people were killed in the Boston Marathon bombing on April 15 2013?
Ckm wz. 25 Hotchkiss was a Polish derivative of what machine gun that became the standard machine gun of the French Army during World War I?,The Ciężki karabin maszynowy wz
What is the nationality of the actor who costarred with Joe Chen and Jia Nailiang in Destined to Love You?,Destined to Love You is a 2015 Chinese television series created by Tong Hua and starring
What is Peter Daou's website's slogan?,Peter Daou is the creator of Verrit the prior chief executive of Shareblue and
